PageURL,Name,Description,Brand,MPN,GTIN13,SKU,ImageURLs,OfferURL,Price,Currency,Availability,PriceValidUntil
https://www.drainagecentral.co.uk/101mm-Round-Aluminium-Flushjoint-Downpipe-Drain-Connector,101mm Round Aluminium Flushjoint Downpipe Drain Connector,"101mm (4 inch) Round Aluminium Flushjoint Downpipe Drain Connector Colonnade 101mm (4 inch) Circular Aluminium Flushjoint Downpipe Drain Connector are available in Mill Finish and in PPC (Polyester Powder Coating). 
ARP Flushjoint Circular Aluminium Downpipes are avalible in a range of pipe sizes (63mm, 76mm and 101mm) and are supplied with a complete range of fittings such as bends, branches, offsets and various brackets.
The Collonade Range of Downpipes Offer Various Styles of Rainwater Goods Including Circular, Square And rectangular Pipe Ideal for any property, from modern to traditional and equally suited for refurbishment of Heritage or Listed properties.
The Hidden Spigots of The Design Give A Smooth External Finish, Alongside The Lightweight and Easy to Install Design Provides A Great Rainwater Solution.
To see standard polyester powder colours avalible in this range, please click the ARP Colours Options tab above. 
Please note - allow 10 working days for delivery of Painted options. All PPC items are coated external face only.
Please note - If purchasing polyester powder coated goods, please type your colour selection in the delivery notes.
All aluminium Downpipes and fittings are specially ordered and are non-returnable.
Life Expectancy: 30 Years
Manufacturer: ARP (Aluminium Roofline Products) Product Code: 4RFDA Return to product list",Colonnade,4RFDA,4RFDA,4RFDA,https://www.drainagecentral.co.ukhttps://rapidsitecdn.com/DrainageCentral/arp2021/downpipes/flushjointdownpipe/flushjointround/aluminium-downpipe-round-flushjoint-drain-adaptor-drainage-central-new.jpg,https://www.drainagecentral.co.uk/101mm-Round-Aluminium-Flushjoint-Downpipe-Drain-Connector,26.53,GBP,https://schema.org/InStock,2026-03-24
https://www.drainagecentral.co.uk/101mm-Round-Aluminium-Flushjoint-Downpipe-x-1m,101mm Round Aluminium Flushjoint Downpipe x 1m,"101mm (4 inch) Round Aluminium Flushjoint Downpipe x 1m 
Colonnade Round Flushfit Aluminium Downpipe x 1m are available in Mill Finish and in PPC (Polyester Powder Coating).
ARP Flushjoint Circular Aluminium Downpipes are avalible in a range of pipe sizes (63mm, 76mm and 101mm) and are supplied with a complete range of fittings such as bends, branches, offsets and various brackets.
The Collonade Range of Downpipes Offer Various Styles of Rainwater Goods Including Circular, Square And rectangular Pipe Ideal for any property, from modern to traditional and equally suited for refurbishment of Heritage or Listed properties.
The Hidden Spigots of The Design Give A Smooth External Finish, Alongside The Lightweight and Easy to Install Design Provides A Great Rainwater Solution.
To see standard polyester powder colours avalible in this range, please click the ARP Colours Options tab above. 
Please note - allow 10 working days for delivery of Painted options. All PPC items are coated external face only.
Please note - If purchasing polyester powder coated goods, please type your colour selection in the delivery notes.
All aluminium Downpipes and fittings are specially ordered and are non-returnable.
Life Expectancy: 30 Years
Manufacturer: ARP (Aluminium Roofline Products)
Product Code: 4RFDP1
Return to product list",Colonnade,4RFDP1,4RFDP1,4RFDP1,https://www.drainagecentral.co.ukhttps://rapidsitecdn.com/DrainageCentral/arp2021/downpipes/flushjointdownpipe/flushjointround/aluminium-downpipe-round-flushjoint-pipe-length.jpg,https://www.drainagecentral.co.uk/101mm-Round-Aluminium-Flushjoint-Downpipe-x-1m,23.68,GBP,https://schema.org/InStock,2026-03-24
https://www.drainagecentral.co.uk/101mm-Round-Aluminium-Flushjoint-Downpipe-x-15m,101mm Round Aluminium Flushjoint Downpipe x 1.5m,"101mm (4 inch) Round Aluminium Flushjoint Downpipe x 1.5m 
Colonnade Round Flushfit Aluminium Downpipe x 1.5m are available in Mill Finish and in PPC (Polyester Powder Coating).
ARP Flushjoint Circular Aluminium Downpipes are avalible in a range of pipe sizes (63mm, 76mm and 101mm) and are supplied with a complete range of fittings such as bends, branches, offsets and various brackets.
The Collonade Range of Downpipes Offer Various Styles of Rainwater Goods Including Circular, Square And rectangular Pipe Ideal for any property, from modern to traditional and equally suited for refurbishment of Heritage or Listed properties.
The Hidden Spigots of The Design Give A Smooth External Finish, Alongside The Lightweight and Easy to Install Design Provides A Great Rainwater Solution.
To see standard polyester powder colours avalible in this range, please click the ARP Colours Options tab above. 
Please note - allow 10 working days for delivery of Painted options. All PPC items are coated external face only.
Please note - If purchasing polyester powder coated goods, please type your colour selection in the delivery notes.
All aluminium Downpipes and fittings are specially ordered and are non-returnable.
Life Expectancy: 30 Years
Manufacturer: ARP (Aluminium Roofline Products)
Product Code: 4RFDP1.5
Return to product list",Colonnade,4RFDP1.5,4RFDP1.5,4RFDP1.5,https://www.drainagecentral.co.ukhttps://rapidsitecdn.com/DrainageCentral/arp2021/downpipes/flushjointdownpipe/flushjointround/aluminium-downpipe-round-flushjoint-pipe-length.jpg,https://www.drainagecentral.co.uk/101mm-Round-Aluminium-Flushjoint-Downpipe-x-15m,35.83,GBP,https://schema.org/InStock,2026-03-24
https://www.drainagecentral.co.uk/101mm-Round-Aluminium-Flushjoint-Downpipe-x-2m,101mm Round Aluminium Flushjoint Downpipe x 2m,"101mm (4 inch) Round Aluminium Flushjoint Downpipe x 2m 
Colonnade Round Flushfit Aluminium Downpipe x 2m are available in Mill Finish and in PPC (Polyester Powder Coating).
ARP Flushjoint Circular Aluminium Downpipes are avalible in a range of pipe sizes (63mm, 76mm and 101mm) and are supplied with a complete range of fittings such as bends, branches, offsets and various brackets.
The Collonade Range of Downpipes Offer Various Styles of Rainwater Goods Including Circular, Square And rectangular Pipe Ideal for any property, from modern to traditional and equally suited for refurbishment of Heritage or Listed properties.
The Hidden Spigots of The Design Give A Smooth External Finish, Alongside The Lightweight and Easy to Install Design Provides A Great Rainwater Solution.
To see standard polyester powder colours avalible in this range, please click the ARP Colours Options tab above. 
Please note - allow 10 working days for delivery of Painted options. All PPC items are coated external face only.
Please note - If purchasing polyester powder coated goods, please type your colour selection in the delivery notes.
All aluminium Downpipes and fittings are specially ordered and are non-returnable.
Life Expectancy: 30 Years
Manufacturer: ARP (Aluminium Roofline Products) 
Product Code: 4RFDP2
Return to product list",Colonnade,4RFDP2,4RFDP2,4RFDP2,https://www.drainagecentral.co.ukhttps://rapidsitecdn.com/DrainageCentral/arp2021/downpipes/flushjointdownpipe/flushjointround/aluminium-downpipe-round-flushjoint-pipe-length.jpg,https://www.drainagecentral.co.uk/101mm-Round-Aluminium-Flushjoint-Downpipe-x-2m,44.65,GBP,https://schema.org/InStock,2026-03-24
https://www.drainagecentral.co.uk/101mm-Round-Aluminium-Flushjoint-Downpipe-x-05m,101mm Round Aluminium Flushjoint Downpipe x 0.5m,"101mm (4 inch) Round Aluminium Flushjoint Downpipe x 0.5m 
Colonnade Round Flushfit Aluminium Downpipe x 0.5m are available in Mill Finish and in PPC (Polyester Powder Coating).
ARP Flushjoint Circular Aluminium Downpipes are avalible in a range of pipe sizes (63mm, 76mm and 101mm) and are supplied with a complete range of fittings such as bends, branches, offsets and various brackets.
The Collonade Range of Downpipes Offer Various Styles of Rainwater Goods Including Circular, Square And rectangular Pipe Ideal for any property, from modern to traditional and equally suited for refurbishment of Heritage or Listed properties.
The Hidden Spigots of The Design Give A Smooth External Finish, Alongside The Lightweight and Easy to Install Design Provides A Great Rainwater Solution.
To see standard polyester powder colours avalible in this range, please click the ARP Colours Options tab above. 
Please note - allow 10 working days for delivery of Painted options. All PPC items are coated external face only.
Please note - If purchasing polyester powder coated goods, please type your colour selection in the delivery notes.
All aluminium Downpipes and fittings are specially ordered and are non-returnable.
Life Expectancy: 30 Years
Manufacturer: ARP (Aluminium Roofline Products)
Product Code: 4RFDP0.5
Return to product list",Colonnade,4RFDP0.5,4RFDP0.5,4RFDP0.5,https://www.drainagecentral.co.ukhttps://rapidsitecdn.com/DrainageCentral/arp2021/downpipes/flushjointdownpipe/flushjointround/aluminium-downpipe-round-flushjoint-pipe-length.jpg,https://www.drainagecentral.co.uk/101mm-Round-Aluminium-Flushjoint-Downpipe-x-05m,13.69,GBP,https://schema.org/InStock,2026-03-24
https://www.drainagecentral.co.uk/101mm-Round-Aluminium-Flushjoint-Downpipe-x-3m,101mm Round Aluminium Flushjoint Downpipe x 3m,"101mm (4 inch) Circular Aluminium Flush Joint Downpipe x 3m
Colonnade Round Flushfit Aluminium Downpipe x 3m are available in Mill Finish and in PPC (Polyester Powder Coating).
ARP Flushjoint Circular Aluminium Downpipes are avalible in a range of pipe sizes (63mm, 76mm and 101mm) and are supplied with a complete range of fittings such as bends, branches, offsets and various brackets.
The Collonade Range of Downpipes Offer Various Styles of Rainwater Goods Including Circular, Square And rectangular Pipe Ideal for any property, from modern to traditional and equally suited for refurbishment of Heritage or Listed properties.
The Hidden Spigots of The Design Give A Smooth External Finish, Alongside The Lightweight and Easy to Install Design Provides A Great Rainwater Solution.
To see standard polyester powder colours avalible in this range, please click the ARP Colours Options tab above. 
Please note - allow 10 working days for delivery of Painted options. All PPC items are coated external face only.
Please note - If purchasing polyester powder coated goods, please type your colour selection in the delivery notes.
All aluminium Downpipes and fittings are specially ordered and are non-returnable.
Life Expectancy: 30 Years
Manufacturer: ARP (Aluminium Roofline Products)
Product Code: 4RFDP3
Return to product list",Colonnade,4RFDP3,4RFDP3,4RFDP3,https://www.drainagecentral.co.ukhttps://rapidsitecdn.com/DrainageCentral/arp2021/downpipes/flushjointdownpipe/flushjointround/aluminium-downpipe-round-flushjoint-pipe-length.jpg,https://www.drainagecentral.co.uk/101mm-Round-Aluminium-Flushjoint-Downpipe-x-3m,66.10,GBP,https://schema.org/InStock,2026-03-24
https://www.drainagecentral.co.uk/101mm-Round-Aluminium-Flushjoint-Downpipe-x-25m,101mm Round Aluminium Flushjoint Downpipe x 2.5m,"101mm (4 inch) Round Aluminium Flushjoint Downpipe x 2.5m 
Colonnade Round Flushfit Aluminium Downpipe x 2.5m are available in Mill Finish and in PPC (Polyester Powder Coating).
ARP Flushjoint Circular Aluminium Downpipes are avalible in a range of pipe sizes (63mm, 76mm and 101mm) and are supplied with a complete range of fittings such as bends, branches, offsets and various brackets.
The Collonade Range of Downpipes Offer Various Styles of Rainwater Goods Including Circular, Square And rectangular Pipe Ideal for any property, from modern to traditional and equally suited for refurbishment of Heritage or Listed properties.
The Hidden Spigots of The Design Give A Smooth External Finish, Alongside The Lightweight and Easy to Install Design Provides A Great Rainwater Solution.
To see standard polyester powder colours avalible in this range, please click the ARP Colours Options tab above. 
Please note - allow 10 working days for delivery of Painted options. All PPC items are coated external face only.
Please note - If purchasing polyester powder coated goods, please type your colour selection in the delivery notes.
All aluminium Downpipes and fittings are specially ordered and are non-returnable.
Life Expectancy: 30 Years
Manufacturer: ARP (Aluminium Roofline Products)
Product Code: 4RFDP2.5
Return to product list",Colonnade,4RFDP2.5,4RFDP2.5,4RFDP2.5,https://www.drainagecentral.co.ukhttps://rapidsitecdn.com/DrainageCentral/arp2021/downpipes/flushjointdownpipe/flushjointround/aluminium-downpipe-round-flushjoint-pipe-length.jpg,https://www.drainagecentral.co.uk/101mm-Round-Aluminium-Flushjoint-Downpipe-x-25m,58.48,GBP,https://schema.org/InStock,2026-03-24
https://www.drainagecentral.co.uk/76mm-Round-Aluminium-Flushjoint-Downpipe-Branch-135-Degrees,76mm Round Aluminium Flushjoint Downpipe Branch 135 Degrees,"76mm (3 inch) Round Aluminium Flushjoint Downpipe Branch 135 Degrees

Colonnade Round Flushfit Aluminium Downpipe x 3m are available in Mill Finish and in PPC (Polyester Powder Coating).

ARP Flushjoint Circular Aluminium Downpipes are avalible in a range of pipe sizes (63mm, 76mm and 101mm) and are supplied with a complete range of fittings such as bends, branches, offsets and various brackets.

The Collonade Range of Downpipes Offer Various Styles of Rainwater Goods Including Circular, Square And rectangular Pipe Ideal for any property, from modern to traditional and equally suited for refurbishment of Heritage or Listed properties.

The Hidden Spigots of The Design Give A Smooth External Finish, Alongside The Lightweight and Easy to Install Design Provides A Great Rainwater Solution.

To see standard polyester powder colours avalible in this range, please click the ARP Colours Options tab above.

Please note - allow 10 working days for delivery of Painted options.

All PPC items are coated external face only. Please note - If purchasing polyester powder coated goods, please type your colour selection in the delivery notes.

All aluminium Downpipes and fittings are specially ordered and are non-returnable.

Life Expectancy: 30 Years

Manufacturer: ARP (Aluminium Roofline Products)

Product Code: 3RFY135 

Return to product list",Colonnade,3RFY135,3RFY135,3RFY135,https://www.drainagecentral.co.ukhttps://rapidsitecdn.com/DrainageCentral/arp2021/downpipes/flushjointdownpipe/flushjointround/aluminium-downpipe-round-flushjoint-135-deg-y-junction-drainage-central.jpg,https://www.drainagecentral.co.uk/76mm-Round-Aluminium-Flushjoint-Downpipe-Branch-135-Degrees,44.10,GBP,https://schema.org/InStock,2026-03-24
https://www.drainagecentral.co.uk/76mm-Round-Aluminium-Flushjoint-Downpipe-Water-Butt-Deflector-Kit,76mm Round Aluminium Flushjoint Downpipe Water Butt Deflector Kit,"ARP Colonnade 76mm (3 Inch) Water Butt Deflector Kit

Colonnade Round Flushfit Aluminium Downpipe x 3m are available in Mill Finish and in PPC (Polyester Powder Coating).

ARP Flushjoint Circular Aluminium Downpipes are avalible in a range of pipe sizes (63mm, 76mm and 101mm) and are supplied with a complete range of fittings such as bends, branches, offsets and various brackets.

The Collonade Range of Downpipes Offer Various Styles of Rainwater Goods Including Circular, Square And rectangular Pipe Ideal for any property, from modern to traditional and equally suited for refurbishment of Heritage or Listed properties.

The Hidden Spigots of The Design Give A Smooth External Finish, Alongside The Lightweight and Easy to Install Design Provides A Great Rainwater Solution.

To see standard polyester powder colours avalible in this range, please click the ARP Colours Options tab above.

Please note - allow 10 working days for delivery of Painted options.

All PPC items are coated external face only. Please note - If purchasing polyester powder coated goods, please type your colour selection in the delivery notes.

All aluminium Downpipes and fittings are specially ordered and are non-returnable.

Life Expectancy: 30 Years

Manufacturer: ARP (Aluminium Roofline Products)

Product Code: 2RFWBD

Return to product list",Colonnade,3RFWBD,3RFWBD,3RFWBD/KIT,https://www.drainagecentral.co.ukhttps://rapidsitecdn.com/DrainageCentral/arp2021/downpipes/flushjointdownpipe/flushjointround/aluminium-downpipe-round-flushjoint-water-butt-deflector-kit-drainage-central.jpg,https://www.drainagecentral.co.uk/76mm-Round-Aluminium-Flushjoint-Downpipe-Water-Butt-Deflector-Kit,70.42,GBP,https://schema.org/InStock,2026-03-24
https://www.drainagecentral.co.uk/76mm-Round-Aluminium-Flushjoint-Downpipe-Branch-1125-Degrees,76mm Round Aluminium Flushjoint Downpipe Branch 112 Degrees,"76mm (3 inch) Round Aluminium Flushjoint Downpipe Branch 112 Degrees

Colonnade Round Flushfit Aluminium Downpipe x 3m are available in Mill Finish and in PPC (Polyester Powder Coating).

ARP Flushjoint Circular Aluminium Downpipes are avalible in a range of pipe sizes (63mm, 76mm and 101mm) and are supplied with a complete range of fittings such as bends, branches, offsets and various brackets.

The Collonade Range of Downpipes Offer Various Styles of Rainwater Goods Including Circular, Square And rectangular Pipe Ideal for any property, from modern to traditional and equally suited for refurbishment of Heritage or Listed properties.

The Hidden Spigots of The Design Give A Smooth External Finish, Alongside The Lightweight and Easy to Install Design Provides A Great Rainwater Solution.

To see standard polyester powder colours avalible in this range, please click the ARP Colours Options tab above.

Please note - allow 10 working days for delivery of Painted options.

All PPC items are coated external face only. Please note - If purchasing polyester powder coated goods, please type your colour selection in the delivery notes.

All aluminium Downpipes and fittings are specially ordered and are non-returnable.

Life Expectancy: 30 Years

Manufacturer: ARP (Aluminium Roofline Products)

Product Code: 3RFY112

Return to product list",Colonnade,3RFY112,3RFY112,3RFY112,https://www.drainagecentral.co.ukhttps://rapidsitecdn.com/DrainageCentral/arp2021/downpipes/flushjointdownpipe/flushjointround/aluminium-downpipe-round-flushjoint-112-deg-y-junction-drainag-central.jpg,https://www.drainagecentral.co.uk/76mm-Round-Aluminium-Flushjoint-Downpipe-Branch-1125-Degrees,44.10,GBP,https://schema.org/InStock,2026-03-24
https://www.drainagecentral.co.uk/76mm-Round-Aluminium-Flushjoint-Downpipe-Branch-925-Degrees,76mm Round Aluminium Flushjoint Downpipe Branch 92 Degrees,"76mm (3 inch) Round Aluminium Flushjoint Downpipe Branch 92 Degrees
Colonnade 76mm (3 inch) Circular Aluminium Flushjoint Downpipe Branch 92 Degrees are available in Mill Finish and in PPC (Polyester Powder Coating). 
ARP Flushjoint Circular Aluminium Downpipes are avalible in a range of pipe sizes (63mm, 76mm and 101mm) and are supplied with a complete range of fittings such as bends, branches, offsets and various brackets.
The Collonade Range of Downpipes Offer Various Styles of Rainwater Goods Including Circular, Square And rectangular Pipe Ideal for any property, from modern to traditional and equally suited for refurbishment of Heritage or Listed properties.
The Hidden Spigots of The Design Give A Smooth External Finish, Alongside The Lightweight and Easy to Install Design Provides A Great Rainwater Solution.
To see standard polyester powder colours avalible in this range, please click the ARP Colours Options tab above. 
Please note - allow 10 working days for delivery of Painted options. All PPC items are coated external face only.
Please note - If purchasing polyester powder coated goods, please type your colour selection in the delivery notes.
All aluminium Downpipes and fittings are specially ordered and are non-returnable.
Life Expectancy: 30 Years
Manufacturer: ARP (Aluminium Roofline Products)
Product Code: 3RFY92
Return to product list",Colonnade,3RFY92,3RFY92,3RFY92,https://www.drainagecentral.co.ukhttps://rapidsitecdn.com/DrainageCentral/arp2021/downpipes/flushjointdownpipe/flushjointround/aluminium-downpipe-round-flushjoint-92-deg-y-junction-drainage-central.jpg,https://www.drainagecentral.co.uk/76mm-Round-Aluminium-Flushjoint-Downpipe-Branch-925-Degrees,44.10,GBP,https://schema.org/InStock,2026-03-24
https://www.drainagecentral.co.uk/76mm-Round-Aluminium-Flushjoint-Downpipe-Access-Pipe,76mm Round Aluminium Flushjoint Downpipe Access Pipe,"76mm (3 inch) Round Aluminium Flushjoint Downpipe Access Pipe
Colonnade 76mm (3 inch) Circular Aluminium Flushjoint Downpipe Access Pipe are available in Mill Finish and in PPC (Polyester Powder Coating). 
ARP Flushjoint Circular Aluminium Downpipes are avalible in a range of pipe sizes (63mm, 76mm and 101mm) and are supplied with a complete range of fittings such as bends, branches, offsets and various brackets.
The Collonade Range of Downpipes Offer Various Styles of Rainwater Goods Including Circular, Square And rectangular Pipe Ideal for any property, from modern to traditional and equally suited for refurbishment of Heritage or Listed properties.
The Hidden Spigots of The Design Give A Smooth External Finish, Alongside The Lightweight and Easy to Install Design Provides A Great Rainwater Solution.
To see standard polyester powder colours avalible in this range, please click the ARP Colours Options tab above. 
Please note - allow 10 working days for delivery of Painted options. All PPC items are coated external face only.
Please note - If purchasing polyester powder coated goods, please type your colour selection in the delivery notes.
All aluminium Downpipes and fittings are specially ordered and are non-returnable.
Life Expectancy: 30 Years
Manufacturer: ARP (Aluminium Roofline Products)
Product Code: 3RFAPP
Return to product list",Colonnade,3RFAPP,3RFAPP,3RFAPP,https://www.drainagecentral.co.ukhttps://rapidsitecdn.com/DrainageCentral/arp2021/downpipes/flushjointdownpipe/flushjointround/aluminium-downpipe-round-flushjoint-access-pipe-drainage-central.jpg,https://www.drainagecentral.co.uk/76mm-Round-Aluminium-Flushjoint-Downpipe-Access-Pipe,24.18,GBP,https://schema.org/InStock,2026-03-24
https://www.drainagecentral.co.uk/76mm-Round-Aluminium-Flushjoint-Downpipe-Shoe,76mm Round Aluminium Flushjoint Downpipe Shoe,"76mm (3 inch) Round Aluminium Flushjoint Downpipe Shoe
Colonnade 76mm (3 inch) Circular Aluminium Flushjoint Downpipe Shoe are available in Mill Finish and in PPC (Polyester Powder Coating). 
ARP Flushjoint Circular Aluminium Downpipes are avalible in a range of pipe sizes (63mm, 76mm and 101mm) and are supplied with a complete range of fittings such as bends, branches, offsets and various brackets.
The Collonade Range of Downpipes Offer Various Styles of Rainwater Goods Including Circular, Square And rectangular Pipe Ideal for any property, from modern to traditional and equally suited for refurbishment of Heritage or Listed properties.
The Hidden Spigots of The Design Give A Smooth External Finish, Alongside The Lightweight and Easy to Install Design Provides A Great Rainwater Solution.
To see standard polyester powder colours avalible in this range, please click the ARP Colours Options tab above. 
Please note - allow 10 working days for delivery of Painted options. All PPC items are coated external face only.
Please note - If purchasing polyester powder coated goods, please type your colour selection in the delivery notes.
All aluminium Downpipes and fittings are specially ordered and are non-returnable.
Life Expectancy: 30 Years
Manufacturer: ARP (Aluminium Roofline Products)
Product Code: 3RFS
Return to product list",Colonnade,3RFS,3RFS,3RFS,https://www.drainagecentral.co.ukhttps://rapidsitecdn.com/DrainageCentral/arp2021/downpipes/flushjointdownpipe/flushjointround/aluminium-downpipe-round-flushjoint-shoe-drainage-central.jpg,https://www.drainagecentral.co.uk/76mm-Round-Aluminium-Flushjoint-Downpipe-Shoe,14.33,GBP,https://schema.org/InStock,2026-03-24
https://www.drainagecentral.co.uk/76mm-Round-Aluminium-Flushjoint-Downpipe-Swan-Neck-Bend-800-1000mm,76mm Round Aluminium Flushjoint Downpipe Swan Neck Bend 751-1000mm,"76mm (3 inch) Round Aluminium Flushjoint Downpipe Swan Neck Bend 751-1000mm
Colonnade 76mm (3 inch) Circular Aluminium Flushjoint Downpipe Swan Neck Bend 751-1000mm are available in Mill Finish and in PPC (Polyester Powder Coating). 
ARP Flushjoint Circular Aluminium Downpipes are avalible in a range of pipe sizes (63mm, 76mm and 101mm) and are supplied with a complete range of fittings such as bends, branches, offsets and various brackets.
The Collonade Range of Downpipes Offer Various Styles of Rainwater Goods Including Circular, Square And rectangular Pipe Ideal for any property, from modern to traditional and equally suited for refurbishment of Heritage or Listed properties.
The Hidden Spigots of The Design Give A Smooth External Finish, Alongside The Lightweight and Easy to Install Design Provides A Great Rainwater Solution.
To see standard polyester powder colours avalible in this range, please click the ARP Colours Options tab above. 
Please note - allow 10 working days for delivery of Painted options. All PPC items are coated external face only.
Please note - If purchasing polyester powder coated goods, please type your colour selection in the delivery notes.
All aluminium Downpipes and fittings are specially ordered and are non-returnable.
Life Expectancy: 30 Years
Manufacturer: ARP (Aluminium Roofline Products)
Product Code: 3RFSN100/2
Return to product list",Colonnade,3RFSN100/2,3RFSN100/2,3RFSN100/2,https://www.drainagecentral.co.ukhttps://rapidsitecdn.com/DrainageCentral/arp2021/downpipes/flushjointdownpipe/flushjointround/aluminium-downpipe-round-flushjoint-2-part-offset-400mm-projection-drainage-central.jpg,https://www.drainagecentral.co.uk/76mm-Round-Aluminium-Flushjoint-Downpipe-Swan-Neck-Bend-800-1000mm,50.33,GBP,https://schema.org/InStock,2026-03-24
https://www.drainagecentral.co.uk/76mm-Round-Aluminium-Flushjoint-Downpipe-Swan-Neck-Bend-400--750mm,76mm Round Aluminium Flushjoint Downpipe Swan Neck Bend 400 -750mm,"76mm (3 inch) Round Aluminium Flushjoint Downpipe Swan Neck Bend 400-750mm
Colonnade 76mm (3 inch) Circular Aluminium Flushjoint Downpipe Swan Neck Bend 400-750mm are available in Mill Finish and in PPC (Polyester Powder Coating). 
ARP Flushjoint Circular Aluminium Downpipes are avalible in a range of pipe sizes (63mm, 76mm and 101mm) and are supplied with a complete range of fittings such as bends, branches, offsets and various brackets.
The Collonade Range of Downpipes Offer Various Styles of Rainwater Goods Including Circular, Square And rectangular Pipe Ideal for any property, from modern to traditional and equally suited for refurbishment of Heritage or Listed properties.
The Hidden Spigots of The Design Give A Smooth External Finish, Alongside The Lightweight and Easy to Install Design Provides A Great Rainwater Solution.
To see standard polyester powder colours avalible in this range, please click the ARP Colours Options tab above. 
Please note - allow 10 working days for delivery of Painted options. All PPC items are coated external face only.
Please note - If purchasing polyester powder coated goods, please type your colour selection in the delivery notes.
All aluminium Downpipes and fittings are specially ordered and are non-returnable.
Life Expectancy: 30 Years
Manufacturer: ARP (Aluminium Roofline Products)
Product Code: 3RFSN75/2
Return to product list",Colonnade,3RFSN40-75/2,3RFSN40-75/2,3RFSN40-75/2,https://www.drainagecentral.co.ukhttps://rapidsitecdn.com/DrainageCentral/arp2021/downpipes/flushjointdownpipe/flushjointround/aluminium-downpipe-round-flushjoint-2-part-offset-400mm-projection-drainage-central.jpg,https://www.drainagecentral.co.uk/76mm-Round-Aluminium-Flushjoint-Downpipe-Swan-Neck-Bend-400--750mm,47.08,GBP,https://schema.org/InStock,2026-03-24
https://www.drainagecentral.co.uk/76mm-Round-Aluminium-Flushjoint-Downpipe-Swan-Neck-Bend-150-400mm,76mm Round Aluminium Flushjoint Downpipe Swan Neck Bend 151-400mmm,"76mm (3 inch) Round Aluminium Flushjoint Downpipe Swan Neck Bend 151-400mmm
Colonnade 76mm (3 inch) Circular Aluminium Flushjoint Downpipe Swan Neck Bend 151-400mmm are available in Mill Finish and in PPC (Polyester Powder Coating). 
ARP Flushjoint Circular Aluminium Downpipes are avalible in a range of pipe sizes (63mm, 76mm and 101mm) and are supplied with a complete range of fittings such as bends, branches, offsets and various brackets.
The Collonade Range of Downpipes Offer Various Styles of Rainwater Goods Including Circular, Square And rectangular Pipe Ideal for any property, from modern to traditional and equally suited for refurbishment of Heritage or Listed properties.
The Hidden Spigots of The Design Give A Smooth External Finish, Alongside The Lightweight and Easy to Install Design Provides A Great Rainwater Solution.
To see standard polyester powder colours avalible in this range, please click the ARP Colours Options tab above. 
Please note - allow 10 working days for delivery of Painted options. All PPC items are coated external face only.
Please note - If purchasing polyester powder coated goods, please type your colour selection in the delivery notes.
All aluminium Downpipes and fittings are specially ordered and are non-returnable.
Life Expectancy: 30 Years
Manufacturer: ARP (Aluminium Roofline Products)
Product Code: 3RFSN40/2
Return to product list",Colonnade,3RFSN15-40/2,3RFSN15-40/2,3RFSN15-40/2,https://www.drainagecentral.co.ukhttps://rapidsitecdn.com/DrainageCentral/arp2021/downpipes/flushjointdownpipe/flushjointround/aluminium-downpipe-round-flushjoint-1-part-offset-400mm-projection-drainage-central.jpg,https://www.drainagecentral.co.uk/76mm-Round-Aluminium-Flushjoint-Downpipe-Swan-Neck-Bend-150-400mm,39.23,GBP,https://schema.org/InStock,2026-03-24
https://www.drainagecentral.co.uk/76mm-Round-Aluminium-Flushjoint-Downpipe-Swan-Neck-Bend-40-150mm,76mm Round Aluminium Flushjoint Downpipe Swan Neck Bend 40-150mm,"76mm (3 inch) Round Aluminium Flushjoint Downpipe Swan Neck Bend 30-150mm
Colonnade 76mm (3 inch) Circular Aluminium Flushjoint Downpipe Swan Neck Bend 30-150mm are available in Mill Finish and in PPC (Polyester Powder Coating). 
ARP Flushjoint Circular Aluminium Downpipes are avalible in a range of pipe sizes (63mm, 76mm and 101mm) and are supplied with a complete range of fittings such as bends, branches, offsets and various brackets.
The Collonade Range of Downpipes Offer Various Styles of Rainwater Goods Including Circular, Square And rectangular Pipe Ideal for any property, from modern to traditional and equally suited for refurbishment of Heritage or Listed properties.
The Hidden Spigots of The Design Give A Smooth External Finish, Alongside The Lightweight and Easy to Install Design Provides A Great Rainwater Solution.
To see standard polyester powder colours avalible in this range, please click the ARP Colours Options tab above. 
Please note - allow 10 working days for delivery of Painted options. All PPC items are coated external face only.
Please note - If purchasing polyester powder coated goods, please type your colour selection in the delivery notes.
All aluminium Downpipes and fittings are specially ordered and are non-returnable.
Life Expectancy: 30 Years
Manufacturer: ARP (Aluminium Roofline Products)
Product Code: 3RFSN10/1
Return to product list",Colonnade,3RFSN6-15/1,3RFSN6-15/1,3RFSN6-15/1,https://www.drainagecentral.co.ukhttps://rapidsitecdn.com/DrainageCentral/arp2021/downpipes/flushjointdownpipe/flushjointround/aluminium-downpipe-round-flushjoint-1-part-offset-135-deg-drainage-central.jpg,https://www.drainagecentral.co.uk/76mm-Round-Aluminium-Flushjoint-Downpipe-Swan-Neck-Bend-40-150mm,34.50,GBP,https://schema.org/InStock,2026-03-24
